# Histogram: 3313
# Gate on Y from 41 to 41
# File: /SCRATCH/DScratch3/jeremy/utkscan_output/micronet4/individ_runs/097/0975103_23Jan2018_2105.11/0975103.his
#X  N  dN
0.5 4 2
1.5 5 2.23607
2.5 3 1.73205
3.5 4 2
4.5 7 2.64575
5.5 1 1
6.5 2 1.41421
7.5 3 1.73205
8.5 2 1.41421
9.5 4 2
10.5 0 1
11.5 1 1
12.5 4 2
13.5 2 1.41421
14.5 5 2.23607
15.5 7 2.64575
16.5 2 1.41421
17.5 6 2.44949
18.5 4 2
19.5 2 1.41421
20.5 1 1
21.5 7 2.64575
22.5 3 1.73205
23.5 3 1.73205
24.5 7 2.64575
25.5 4 2
26.5 3 1.73205
27.5 3 1.73205
28.5 9 3
29.5 2 1.41421
30.5 1 1
31.5 4 2
32.5 6 2.44949
33.5 6 2.44949
34.5 3 1.73205
35.5 7 2.64575
36.5 2 1.41421
37.5 1 1
38.5 2 1.41421
39.5 2 1.41421
40.5 2 1.41421
41.5 2 1.41421
42.5 2 1.41421
43.5 1 1
44.5 3 1.73205
45.5 2 1.41421
46.5 4 2
47.5 1 1
48.5 4 2
49.5 8 2.82843
50.5 6 2.44949
51.5 6 2.44949
52.5 6 2.44949
53.5 1 1
54.5 2 1.41421
55.5 5 2.23607
56.5 0 1
57.5 2 1.41421
58.5 5 2.23607
59.5 1 1
60.5 2 1.41421
61.5 2 1.41421
62.5 3 1.73205
63.5 4 2
64.5 2 1.41421
65.5 7 2.64575
66.5 1 1
67.5 3 1.73205
68.5 6 2.44949
69.5 0 1
70.5 2 1.41421
71.5 2 1.41421
72.5 2 1.41421
73.5 2 1.41421
74.5 8 2.82843
75.5 1 1
76.5 5 2.23607
77.5 3 1.73205
78.5 3 1.73205
79.5 4 2
80.5 3 1.73205
81.5 2 1.41421
82.5 1 1
83.5 3 1.73205
84.5 4 2
85.5 4 2
86.5 3 1.73205
87.5 1 1
88.5 2 1.41421
89.5 1 1
90.5 2 1.41421
91.5 4 2
92.5 4 2
93.5 4 2
94.5 4 2
95.5 5 2.23607
96.5 2 1.41421
97.5 7 2.64575
98.5 3 1.73205
99.5 2 1.41421
100.5 3 1.73205
101.5 4 2
102.5 4 2
103.5 0 1
104.5 7 2.64575
105.5 2 1.41421
106.5 4 2
107.5 3 1.73205
108.5 6 2.44949
109.5 2 1.41421
110.5 7 2.64575
111.5 0 1
112.5 1 1
113.5 2 1.41421
114.5 1 1
115.5 3 1.73205
116.5 1 1
117.5 3 1.73205
118.5 3 1.73205
119.5 3 1.73205
120.5 4 2
121.5 0 1
122.5 3 1.73205
123.5 7 2.64575
124.5 3 1.73205
125.5 5 2.23607
126.5 2 1.41421
127.5 2 1.41421
128.5 5 2.23607
129.5 3 1.73205
130.5 4 2
131.5 5 2.23607
132.5 0 1
133.5 3 1.73205
134.5 1 1
135.5 1 1
136.5 2 1.41421
137.5 4 2
138.5 1 1
139.5 2 1.41421
140.5 3 1.73205
141.5 2 1.41421
142.5 4 2
143.5 2 1.41421
144.5 4 2
145.5 2 1.41421
146.5 6 2.44949
147.5 4 2
148.5 5 2.23607
149.5 3 1.73205
150.5 3 1.73205
151.5 5 2.23607
152.5 2 1.41421
153.5 3 1.73205
154.5 4 2
155.5 1 1
156.5 3 1.73205
157.5 1 1
158.5 4 2
159.5 3 1.73205
160.5 2 1.41421
161.5 4 2
162.5 3 1.73205
163.5 4 2
164.5 4 2
165.5 3 1.73205
166.5 1 1
167.5 2 1.41421
