# Histogram: 3313
# Gate on Y from 41 to 41
# File: /SCRATCH/DScratch3/jeremy/utkscan_output/micronet4/individ_runs/097/0975000_23Jan2018_2105.08/0975000.his
#X  N  dN
0.5 0 1
1.5 0 1
2.5 0 1
3.5 0 1
4.5 2 1.41421
5.5 0 1
6.5 1 1
7.5 1 1
8.5 1 1
9.5 1 1
10.5 0 1
11.5 1 1
12.5 1 1
13.5 1 1
14.5 0 1
15.5 6 2.44949
16.5 1 1
17.5 2 1.41421
18.5 2 1.41421
19.5 1 1
20.5 1 1
21.5 1 1
22.5 0 1
23.5 2 1.41421
24.5 2 1.41421
25.5 1 1
26.5 1 1
27.5 0 1
28.5 1 1
29.5 1 1
30.5 0 1
31.5 0 1
32.5 0 1
33.5 0 1
34.5 0 1
35.5 0 1
36.5 1 1
37.5 2 1.41421
38.5 1 1
39.5 1 1
40.5 2 1.41421
41.5 1 1
42.5 0 1
43.5 0 1
44.5 1 1
45.5 1 1
46.5 0 1
47.5 0 1
48.5 0 1
49.5 1 1
50.5 0 1
51.5 0 1
52.5 1 1
53.5 0 1
54.5 2 1.41421
55.5 1 1
56.5 1 1
57.5 0 1
58.5 0 1
59.5 2 1.41421
60.5 0 1
61.5 1 1
62.5 0 1
63.5 1 1
64.5 0 1
65.5 0 1
66.5 0 1
67.5 0 1
68.5 1 1
69.5 2 1.41421
70.5 3 1.73205
71.5 0 1
72.5 1 1
73.5 0 1
74.5 1 1
75.5 0 1
76.5 0 1
77.5 3 1.73205
78.5 0 1
79.5 0 1
80.5 0 1
81.5 0 1
82.5 0 1
83.5 1 1
84.5 3 1.73205
85.5 2 1.41421
86.5 2 1.41421
87.5 0 1
88.5 1 1
89.5 1 1
90.5 2 1.41421
91.5 0 1
92.5 1 1
93.5 1 1
94.5 1 1
95.5 0 1
96.5 1 1
97.5 2 1.41421
98.5 2 1.41421
99.5 0 1
100.5 1 1
101.5 0 1
102.5 0 1
103.5 2 1.41421
104.5 2 1.41421
105.5 2 1.41421
106.5 0 1
107.5 0 1
108.5 2 1.41421
109.5 1 1
110.5 1 1
111.5 0 1
112.5 0 1
113.5 0 1
114.5 0 1
115.5 0 1
116.5 0 1
117.5 0 1
118.5 0 1
119.5 2 1.41421
120.5 1 1
121.5 1 1
122.5 2 1.41421
123.5 0 1
124.5 2 1.41421
125.5 0 1
126.5 1 1
127.5 3 1.73205
128.5 0 1
129.5 0 1
130.5 0 1
131.5 0 1
132.5 2 1.41421
133.5 0 1
134.5 0 1
